Class 1,Class 2,Modularized Accuracy,Trained Model Accuracy
1,0,0.9876142933113753,0.9954025354673803
1,1,0.9482519140863203,0.9770479029744563
1,2,0.9942694398895314,0.9927504962457927
1,3,0.9940939782755107,0.989638558378089
1,4,0.9834009274945668,0.9942331057378031
1,5,0.9982522020523648,0.9902227144513472
2,0,0.98676293622142,0.996841155234657
2,1,0.9534569070491138,0.9879583276958464
2,2,0.9937996820349762,0.993322734499205
2,3,0.995049504950495,0.9928137975087832
2,4,0.9861601884570083,0.9963191990577149
2,5,0.9959296646043634,0.9829045913383263
3,0,0.9891891891891892,0.9978378378378379
3,1,0.9652278177458034,0.9904076738609112
3,2,0.9947089947089947,0.9929453262786596
3,3,0.9795918367346939,0.9962894248608535
3,4,0.9794200187090739,0.9934518241347053
3,5,0.9856801909307876,0.9761336515513126
4,0,0.9858790303600847,0.9969404565780183
4,1,0.8453525641025641,0.9881810897435898
4,2,0.9951169365201747,0.992289899768697
4,3,0.9937872120113901,0.9924928811804297
4,4,0.9811063054860004,0.9977236512633736
4,5,0.9978626769970612,0.9794282660967139
5,0,0.9739921976592978,0.9973992197659298
5,1,0.9497354497354498,0.9966931216931217
5,2,0.9586374695863747,0.9951338199513382
5,3,0.95822454308094,0.9947780678851175
5,4,0.9485213581599123,0.9912376779846659
5,5,0.9657794676806084,0.9961977186311787
6,0,0.9791718946047678,0.9954830614805521
6,1,0.812394247038917,0.9896362098138748
6,2,0.9867659222497932,0.9947615108905431
6,3,0.9855515420950264,0.9936093359266462
6,4,0.9673044320658755,0.9966093485105353
6,5,0.996550732969244,0.9793043978154642
7,0,0.9503937007874016,0.9976377952755906
7,1,0.8410332836562344,0.9935419771485345
7,2,0.9703947368421053,0.9923245614035088
7,3,0.9457013574660633,0.995475113122172
7,4,0.9349363507779349,0.9929278642149929
7,5,0.9856020942408377,0.9895287958115183
